"Video","Data","Commenti.aggiunti","Iscritti.conquistati","Iscritti.persi","N..di.Mi.piace","N..di.Non.mi.piace","Tempo.di.visualizzazione..ore.","Visualizzazioni"
"l5FutIV8okc","2020-11-20",0,0,NA,0,0,0.0876,1
"l5FutIV8okc","2020-11-21",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-22",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-23",0,0,NA,0,0,0.0048,2
"l5FutIV8okc","2020-11-24",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-25",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-26",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-27",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-28",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-29",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-11-30",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-01",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-02",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-03",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-04",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-05",0,0,NA,0,0,0.1787,1
"l5FutIV8okc","2020-12-06",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-07",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-08",0,0,NA,0,0,0.1903,1
"l5FutIV8okc","2020-12-09",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-10",0,0,NA,0,0,0,0
"l5FutIV8okc","2020-12-11",0,0,NA,0,0,0,0
"lmegUM3arJ8","2020-04-01",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-02",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-03",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-04",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-05",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-06",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-07",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-08",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-09",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-10",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-11",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-12",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-13",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-14",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-15",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-16",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-17",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-18",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-19",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-20",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-21",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-22",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-23",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-24",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-25",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-04-26",2,1,0,8,0,3.5835,25
"lmegUM3arJ8","2020-04-27",1,2,0,1,0,1.0703,11
"lmegUM3arJ8","2020-04-28",0,0,0,0,0,0.1411,3
"lmegUM3arJ8","2020-04-29",0,0,0,0,0,0.782,5
"lmegUM3arJ8","2020-04-30",1,1,0,2,0,0.6351,5
"lmegUM3arJ8","2020-05-01",0,0,0,1,0,1.0012,6
"lmegUM3arJ8","2020-05-02",0,0,0,0,0,0.7513,5
"lmegUM3arJ8","2020-05-03",0,0,0,0,0,0.2632,3
"lmegUM3arJ8","2020-05-04",0,0,0,0,0,0.1696,3
"lmegUM3arJ8","2020-05-05",0,0,0,0,0,0.203,2
"lmegUM3arJ8","2020-05-06",0,0,0,0,0,0.1507,1
"lmegUM3arJ8","2020-05-07",0,0,0,0,0,0.1277,2
"lmegUM3arJ8","2020-05-08",0,0,0,0,0,0.372,2
"lmegUM3arJ8","2020-05-09",1,0,0,1,0,0.7824,7
"lmegUM3arJ8","2020-05-10",0,0,0,0,0,0.2537,1
"lmegUM3arJ8","2020-05-11",0,0,0,0,0,0.5849,3
"lmegUM3arJ8","2020-05-12",0,0,0,0,0,0.2576,3
"lmegUM3arJ8","2020-05-13",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-05-14",0,0,0,0,0,0.4522,2
"lmegUM3arJ8","2020-05-15",0,0,0,0,0,0.4017,2
"lmegUM3arJ8","2020-05-16",0,0,0,1,0,0.7992,7
"lmegUM3arJ8","2020-05-17",0,0,0,0,0,0.001,1
"lmegUM3arJ8","2020-05-18",0,0,0,0,0,0.1232,1
"lmegUM3arJ8","2020-05-19",0,0,0,0,0,0.2917,2
"lmegUM3arJ8","2020-05-20",0,0,0,1,0,0.4025,5
"lmegUM3arJ8","2020-05-21",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-05-22",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-05-23",0,1,0,3,0,1.1705,9
"lmegUM3arJ8","2020-05-24",0,0,0,0,0,0.291,5
"lmegUM3arJ8","2020-05-25",0,0,0,0,0,7e-04,1
"lmegUM3arJ8","2020-05-26",0,0,0,0,0,0.5545,2
"lmegUM3arJ8","2020-05-27",0,0,0,2,0,0.5419,3
"lmegUM3arJ8","2020-05-28",0,0,0,0,0,0.0386,2
"lmegUM3arJ8","2020-05-29",0,0,0,0,0,0.2602,2
"lmegUM3arJ8","2020-05-30",0,0,0,0,1,0.201,1
"lmegUM3arJ8","2020-05-31",0,0,0,0,0,1.1158,5
"lmegUM3arJ8","2020-06-01",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-06-02",0,0,0,1,0,0.4026,5
"lmegUM3arJ8","2020-06-03",0,2,0,1,0,0.8674,7
"lmegUM3arJ8","2020-06-04",0,1,0,1,0,0.707,3
"lmegUM3arJ8","2020-06-05",0,0,0,0,0,0.0374,4
"lmegUM3arJ8","2020-06-06",1,0,0,2,0,0.3304,7
"lmegUM3arJ8","2020-06-07",0,0,0,0,0,1.0833,9
"lmegUM3arJ8","2020-06-08",0,0,0,0,0,0.3431,4
"lmegUM3arJ8","2020-06-09",0,0,0,0,0,0.6685,7
"lmegUM3arJ8","2020-06-10",0,0,0,0,0,0.553,7
"lmegUM3arJ8","2020-06-11",0,0,0,0,0,0.1492,2
"lmegUM3arJ8","2020-06-12",0,0,0,0,0,0.2551,1
"lmegUM3arJ8","2020-06-13",0,0,0,0,0,0.4602,5
"lmegUM3arJ8","2020-06-14",0,0,0,1,0,0.6242,3
"lmegUM3arJ8","2020-06-15",0,0,0,1,0,0.9627,6
"lmegUM3arJ8","2020-06-16",0,0,0,0,0,0.4757,5
"lmegUM3arJ8","2020-06-17",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-06-18",0,0,0,0,0,0.3766,3
"lmegUM3arJ8","2020-06-19",0,0,0,0,0,0.0846,2
"lmegUM3arJ8","2020-06-20",0,0,0,0,0,0.2921,5
"lmegUM3arJ8","2020-06-21",0,0,0,0,0,0.3062,3
"lmegUM3arJ8","2020-06-22",1,0,0,0,0,0.2659,3
"lmegUM3arJ8","2020-06-23",0,0,0,0,0,0.3412,4
"lmegUM3arJ8","2020-06-24",0,0,0,0,0,0.208,1
"lmegUM3arJ8","2020-06-25",0,0,0,0,0,0.3202,2
"lmegUM3arJ8","2020-06-26",0,0,0,0,0,0.0749,1
"lmegUM3arJ8","2020-06-27",0,0,0,0,0,0.1577,4
"lmegUM3arJ8","2020-06-28",0,0,0,0,0,0.0504,3
"lmegUM3arJ8","2020-06-29",0,0,0,0,0,0.0061,2
"lmegUM3arJ8","2020-06-30",0,0,0,0,0,0.7442,3
"lmegUM3arJ8","2020-07-01",0,0,0,0,0,0.8048,6
"lmegUM3arJ8","2020-07-02",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-07-03",0,0,0,0,0,0.0054,1
"lmegUM3arJ8","2020-07-04",0,1,0,0,0,0.5056,3
"lmegUM3arJ8","2020-07-05",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-07-06",0,0,0,0,0,0.0031,1
"lmegUM3arJ8","2020-07-07",0,0,0,0,0,0.2549,2
"lmegUM3arJ8","2020-07-08",0,0,0,0,0,0.1016,1
"lmegUM3arJ8","2020-07-09",0,0,0,0,0,0.139,4
"lmegUM3arJ8","2020-07-10",0,0,0,0,0,0.1619,2
"lmegUM3arJ8","2020-07-11",0,0,0,0,0,0.2743,2
"lmegUM3arJ8","2020-07-12",0,0,0,0,0,0.257,3
"lmegUM3arJ8","2020-07-13",0,0,0,1,0,0.5581,5
"lmegUM3arJ8","2020-07-14",0,0,0,0,0,0.3466,3
"lmegUM3arJ8","2020-07-15",0,0,0,0,0,0.0938,1
"lmegUM3arJ8","2020-07-16",0,0,0,0,0,0.1249,3
"lmegUM3arJ8","2020-07-17",1,0,0,1,0,0.4488,4
"lmegUM3arJ8","2020-07-18",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-07-19",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-07-20",0,0,0,0,0,0.026,2
"lmegUM3arJ8","2020-07-21",0,0,0,1,0,0.2617,1
"lmegUM3arJ8","2020-07-22",0,0,0,0,0,0.0243,2
"lmegUM3arJ8","2020-07-23",0,0,0,0,0,0.3696,2
"lmegUM3arJ8","2020-07-24",0,0,0,0,0,0.0534,1
"lmegUM3arJ8","2020-07-25",0,0,0,0,0,0.4445,2
"lmegUM3arJ8","2020-07-26",0,0,0,0,0,0,1
"lmegUM3arJ8","2020-07-27",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-07-28",0,0,0,0,0,0.005,1
"lmegUM3arJ8","2020-07-29",0,0,0,0,0,0.2989,1
"lmegUM3arJ8","2020-07-30",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-07-31",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-01",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-02",0,0,0,1,0,0.5137,3
"lmegUM3arJ8","2020-08-03",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-04",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-05",0,0,0,0,0,0.3062,2
"lmegUM3arJ8","2020-08-06",0,0,0,0,0,0.2382,2
"lmegUM3arJ8","2020-08-07",0,0,0,0,0,0.0337,2
"lmegUM3arJ8","2020-08-08",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-09",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-10",0,0,0,0,0,0.4449,1
"lmegUM3arJ8","2020-08-11",0,0,0,0,0,0.0552,3
"lmegUM3arJ8","2020-08-12",0,0,0,0,0,0.0136,1
"lmegUM3arJ8","2020-08-13",0,0,0,0,0,0.0263,2
"lmegUM3arJ8","2020-08-14",0,0,0,0,0,0.1867,2
"lmegUM3arJ8","2020-08-15",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-16",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-17",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-18",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-19",0,0,0,0,0,0.2714,3
"lmegUM3arJ8","2020-08-20",0,0,0,0,0,0.0388,1
"lmegUM3arJ8","2020-08-21",0,0,0,0,0,0.0091,1
"lmegUM3arJ8","2020-08-22",0,0,0,0,0,0.1853,3
"lmegUM3arJ8","2020-08-23",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-24",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-25",0,0,0,0,0,0.3364,2
"lmegUM3arJ8","2020-08-26",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-27",0,0,0,0,0,0.0022,1
"lmegUM3arJ8","2020-08-28",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-08-29",0,0,0,0,0,0.2864,2
"lmegUM3arJ8","2020-08-30",0,0,0,0,0,0.2845,2
"lmegUM3arJ8","2020-08-31",0,0,0,0,0,0.0426,1
"lmegUM3arJ8","2020-09-01",0,0,0,1,0,0.136,3
"lmegUM3arJ8","2020-09-02",0,0,0,0,0,0.033,3
"lmegUM3arJ8","2020-09-03",0,0,0,0,0,0.0025,1
"lmegUM3arJ8","2020-09-04",0,0,0,0,0,0.2526,1
"lmegUM3arJ8","2020-09-05",0,0,0,1,0,0.1279,2
"lmegUM3arJ8","2020-09-06",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-09-07",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-09-08",0,0,0,0,0,0.0852,3
"lmegUM3arJ8","2020-09-09",0,0,0,0,0,0.0255,2
"lmegUM3arJ8","2020-09-10",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-09-11",0,0,0,0,0,0.0023,2
"lmegUM3arJ8","2020-09-12",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-09-13",0,0,0,0,0,0.1035,1
"lmegUM3arJ8","2020-09-14",0,0,0,0,0,0.4314,4
"lmegUM3arJ8","2020-09-15",0,0,0,0,0,0.316,1
"lmegUM3arJ8","2020-09-16",0,0,0,0,0,0.3333,2
"lmegUM3arJ8","2020-09-17",0,0,0,-1,0,0.5021,3
"lmegUM3arJ8","2020-09-18",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-09-19",0,0,0,0,0,0.2886,3
"lmegUM3arJ8","2020-09-20",0,0,0,0,0,0.0103,1
"lmegUM3arJ8","2020-09-21",0,0,0,0,0,5e-04,1
"lmegUM3arJ8","2020-09-22",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-09-23",0,0,0,0,0,0.0935,1
"lmegUM3arJ8","2020-09-24",0,0,0,0,0,0.6723,3
"lmegUM3arJ8","2020-09-25",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-09-26",0,0,0,0,0,0.5446,3
"lmegUM3arJ8","2020-09-27",0,0,0,0,0,0.2515,1
"lmegUM3arJ8","2020-09-28",0,0,0,0,0,0.0481,1
"lmegUM3arJ8","2020-09-29",0,0,0,1,0,0.4331,3
"lmegUM3arJ8","2020-09-30",0,0,0,0,0,0.0527,2
"lmegUM3arJ8","2020-10-01",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-02",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-03",0,0,0,0,0,0.0813,1
"lmegUM3arJ8","2020-10-04",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-05",0,0,0,0,0,0.2512,1
"lmegUM3arJ8","2020-10-06",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-07",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-08",0,0,0,0,0,0.2342,1
"lmegUM3arJ8","2020-10-09",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-10",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-11",0,0,0,0,0,0.2543,1
"lmegUM3arJ8","2020-10-12",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-13",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-14",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-15",0,0,0,0,0,0.1197,1
"lmegUM3arJ8","2020-10-16",0,0,0,0,0,0.343,3
"lmegUM3arJ8","2020-10-17",0,0,0,0,0,0.1119,3
"lmegUM3arJ8","2020-10-18",0,0,0,1,0,0.263,1
"lmegUM3arJ8","2020-10-19",0,0,0,1,0,0.3948,2
"lmegUM3arJ8","2020-10-20",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-21",0,0,0,0,0,0.0042,1
"lmegUM3arJ8","2020-10-22",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-23",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-24",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-25",0,0,0,0,0,0.095,1
"lmegUM3arJ8","2020-10-26",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-27",0,0,0,0,0,0.1275,1
"lmegUM3arJ8","2020-10-28",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-10-29",0,0,0,0,0,0.2873,3
"lmegUM3arJ8","2020-10-30",0,0,0,0,0,0.0808,2
"lmegUM3arJ8","2020-10-31",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-01",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-02",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-03",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-04",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-05",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-06",0,0,0,0,0,0.5509,2
"lmegUM3arJ8","2020-11-07",0,0,0,0,0,0.1024,1
"lmegUM3arJ8","2020-11-08",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-09",0,0,1,0,1,0.7042,6
"lmegUM3arJ8","2020-11-10",0,0,0,0,0,0.0213,1
"lmegUM3arJ8","2020-11-11",0,0,0,0,0,0.5173,3
"lmegUM3arJ8","2020-11-12",0,0,0,0,0,0.0014,1
"lmegUM3arJ8","2020-11-13",0,0,0,0,0,0.0061,1
"lmegUM3arJ8","2020-11-14",0,1,0,0,0,0.0044,1
"lmegUM3arJ8","2020-11-15",0,0,0,0,0,0.297,4
"lmegUM3arJ8","2020-11-16",0,0,0,0,0,0.0089,1
"lmegUM3arJ8","2020-11-17",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-18",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-19",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-20",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-21",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-22",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-23",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-24",0,0,0,0,0,0.2082,1
"lmegUM3arJ8","2020-11-25",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-26",0,0,0,0,0,0.152,2
"lmegUM3arJ8","2020-11-27",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-28",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-29",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-11-30",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-01",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-02",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-03",0,0,0,0,0,0.2605,1
"lmegUM3arJ8","2020-12-04",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-05",0,0,0,0,0,0.0207,2
"lmegUM3arJ8","2020-12-06",0,0,0,0,0,0.1479,2
"lmegUM3arJ8","2020-12-07",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-08",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-09",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-10",0,0,0,0,0,0,0
"lmegUM3arJ8","2020-12-11",0,0,0,0,0,0,0
"nw-oF5Y1Fbk","2020-04-01",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-02",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-03",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-04",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-05",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-06",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-07",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-08",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-09",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-10",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-11",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-12",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-13",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-14",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-15",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-16",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-17",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-18",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-19",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-20",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-21",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-22",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-23",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-24",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-25",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-26",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-27",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-28",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-04-29",1,0,NA,7,0,1.4695,19
"nw-oF5Y1Fbk","2020-04-30",0,0,NA,0,0,0.315,4
"nw-oF5Y1Fbk","2020-05-01",0,0,NA,1,0,0.1427,1
"nw-oF5Y1Fbk","2020-05-02",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-03",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-04",0,0,NA,0,0,0.0672,1
"nw-oF5Y1Fbk","2020-05-05",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-06",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-07",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-08",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-09",0,0,NA,1,0,0.0257,2
"nw-oF5Y1Fbk","2020-05-10",0,0,NA,0,0,0.0453,1
"nw-oF5Y1Fbk","2020-05-11",0,0,NA,0,0,0.0025,2
"nw-oF5Y1Fbk","2020-05-12",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-13",0,0,NA,0,0,6e-04,1
"nw-oF5Y1Fbk","2020-05-14",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-15",0,0,NA,0,0,0.1007,1
"nw-oF5Y1Fbk","2020-05-16",0,0,NA,0,0,0.1004,1
"nw-oF5Y1Fbk","2020-05-17",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-18",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-19",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-20",0,0,NA,0,0,0.0115,1
"nw-oF5Y1Fbk","2020-05-21",0,0,NA,0,0,0.0181,1
"nw-oF5Y1Fbk","2020-05-22",0,0,NA,0,0,0.0811,1
"nw-oF5Y1Fbk","2020-05-23",0,0,NA,0,0,0.0557,1
"nw-oF5Y1Fbk","2020-05-24",0,0,NA,1,0,0.2134,3
"nw-oF5Y1Fbk","2020-05-25",0,0,NA,0,0,0.0298,2
"nw-oF5Y1Fbk","2020-05-26",0,0,NA,0,0,0.1402,1
"nw-oF5Y1Fbk","2020-05-27",0,0,NA,2,0,0.4009,7
"nw-oF5Y1Fbk","2020-05-28",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-29",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-30",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-05-31",0,0,NA,0,0,0.1578,1
"nw-oF5Y1Fbk","2020-06-01",0,0,NA,0,0,0.1408,2
"nw-oF5Y1Fbk","2020-06-02",0,0,NA,0,0,0.094,1
"nw-oF5Y1Fbk","2020-06-03",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-04",1,0,NA,1,0,0.1963,3
"nw-oF5Y1Fbk","2020-06-05",0,0,NA,0,0,0.1402,1
"nw-oF5Y1Fbk","2020-06-06",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-07",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-08",0,0,NA,0,0,0.149,1
"nw-oF5Y1Fbk","2020-06-09",0,0,NA,1,0,0.1402,1
"nw-oF5Y1Fbk","2020-06-10",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-11",0,0,NA,0,0,0.0141,1
"nw-oF5Y1Fbk","2020-06-12",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-13",0,0,NA,0,0,0.0111,1
"nw-oF5Y1Fbk","2020-06-14",0,0,NA,1,0,0.4117,4
"nw-oF5Y1Fbk","2020-06-15",0,0,NA,0,0,9e-04,1
"nw-oF5Y1Fbk","2020-06-16",0,0,NA,0,0,0.1424,2
"nw-oF5Y1Fbk","2020-06-17",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-18",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-19",0,0,NA,0,0,0.0019,1
"nw-oF5Y1Fbk","2020-06-20",0,0,NA,0,0,0.032,1
"nw-oF5Y1Fbk","2020-06-21",0,0,NA,0,0,0.1402,1
"nw-oF5Y1Fbk","2020-06-22",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-23",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-24",0,0,NA,0,0,0.3549,3
"nw-oF5Y1Fbk","2020-06-25",0,1,NA,0,0,0.1084,1
"nw-oF5Y1Fbk","2020-06-26",0,0,NA,0,0,0.004,1
"nw-oF5Y1Fbk","2020-06-27",0,0,NA,0,0,0.0567,1
"nw-oF5Y1Fbk","2020-06-28",0,0,NA,0,0,0.128,1
"nw-oF5Y1Fbk","2020-06-29",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-06-30",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-01",0,0,NA,0,0,0.1239,2
"nw-oF5Y1Fbk","2020-07-02",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-03",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-04",0,0,NA,0,0,3e-04,1
"nw-oF5Y1Fbk","2020-07-05",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-06",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-07",0,0,NA,0,0,0.14,1
"nw-oF5Y1Fbk","2020-07-08",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-09",0,0,NA,1,0,0.1001,1
"nw-oF5Y1Fbk","2020-07-10",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-11",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-12",0,0,NA,0,0,0.1402,1
"nw-oF5Y1Fbk","2020-07-13",0,0,NA,1,0,0.1574,1
"nw-oF5Y1Fbk","2020-07-14",0,0,NA,1,0,0.14,1
"nw-oF5Y1Fbk","2020-07-15",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-16",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-17",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-18",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-19",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-20",0,0,NA,0,0,0,0
"nw-oF5Y1Fbk","2020-07-21",0,0,NA,0,0,0.0695,1
"nw-oF5Y1Fbk","2020-07-22",0,0,NA,1,0,0.2035,2
